,path,blue,green,red
0,img/drug1.jpg,42.46376071866068,50.47243772968559,84.97407104940793
1,img/drug2.jpg,127.68335119138732,148.43063421603142,191.05403336904945
2,img/drug3.jpg,219.04005102040816,152.6711224489796,205.86658163265307
3,img/drug4.jpg,127.50663325471699,135.88944575471697,181.6711379716981
4,img/drug5.jpg,70.36181033927767,41.86416017511105,32.45599690980493
5,img/drug6.jpg,76.84249608283943,106.39587165338239,141.14524150146468
6,img/drug7.jpg,155.40827466585043,142.23997551270278,137.31374349556168
7,img/drug8.jpg,169.84393658637018,175.17654931027383,205.38295243977765
8,img/drug9.jpg,21.617471080973274,6.620662145991225,72.06767717058902
9,img/drug10.jpg,114.22253406133592,110.46930652650916,113.91942644282288
