,path,blue,green,red
0,img/cute1.jpg,102.49030612244898,135.3004081632653,172.86045918367347
1,img/cute2.jpg,202.1469470046083,211.0575460829493,170.14746543778801
2,img/cute3.jpg,57.378136200716845,107.37860082304526,120.41889021638126
3,img/cute4.jpg,246.53309105799252,246.53309105799252,246.53309105799252
4,img/cute5.jpg,170.62383916726196,169.23334013674864,163.77002755383202
5,img/cute6.jpg,85.63669457590099,99.38202714649748,113.64834364761558
6,img/cute7.jpg,184.1579131652661,189.26778711484593,196.0734593837535
7,img/cute8.jpg,187.344782954998,196.8584229390681,207.65352449223417
8,img/cute9.jpg,131.68778095627297,131.78586023702493,131.78586023702493
9,img/cute10.jpg,207.4779257898229,207.39304853774308,240.45271270351657
